Date,VOC (ppm), Temperature (C), Humidity (%),Pressure (hPa),PM1,PM2.5,PM10,PM4
2020-06-05 08:10:35,0.164,16.9,49,995.8,1.76,3.18,3.95,1.87
2020-06-05 08:20:36,0.162,16.9,49,995.9,1.93,3.42,4.57,2.23
2020-06-05 08:30:35,0.154,16.9,49,995.9,2.0,3.36,4.73,2.42
2020-06-05 08:40:38,0.159,16.9,48,996.1,1.45,2.99,4.22,1.77
2020-06-05 08:50:39,0.16,17.0,48,995.9,1.82,3.49,4.59,2.16
2020-06-05 09:00:35,0.128,16.8,47,996.1,1.42,3.09,4.12,2.01
2020-06-05 09:10:36,0.125,16.0,48,996.0,1.21,2.73,3.44,1.28
2020-06-05 09:30:32,0.032,15.3,49,996.1,1.0,2.5,3.49,1.05
2020-06-05 09:40:35,0.025,15.1,49,996.1,1.34,2.73,3.62,1.46
2020-06-05 09:50:36,0.018,15.1,49,996.0,1.04,2.33,3.41,1.13
2020-06-05 10:00:37,0.014,15.0,50,996.0,1.33,2.62,3.54,1.48
2020-06-05 10:10:35,0.023,15.2,51,995.9,1.33,2.68,3.51,1.4
2020-06-05 10:20:36,0.021,15.3,50,996.0,1.26,2.68,3.44,1.34
2020-06-05 10:40:36,0.016,15.4,49,996.1,1.44,2.57,4.06,1.56
2020-06-05 10:50:36,0.033,15.4,50,996.0,1.34,2.78,3.63,1.42
2020-06-05 11:00:37,0.033,15.4,48,996.1,1.46,2.71,3.77,1.63
2020-06-05 11:10:35,0.033,15.4,49,996.1,1.29,2.83,3.74,1.46
2020-06-05 11:20:36,0.025,15.4,49,996.2,1.18,2.44,3.76,1.36
2020-06-05 11:30:35,0.03,15.4,48,996.2,1.81,3.46,4.42,2.04
2020-06-05 11:40:35,0.037,15.5,46,996.0,1.64,3.2,3.83,1.74
2020-06-05 11:50:37,0.033,15.6,46,996.1,1.62,3.06,4.19,1.72
2020-06-05 12:00:36,0.037,15.8,45,996.1,1.61,2.96,4.12,1.75
2020-06-05 12:10:36,0.043,15.9,47,996.0,1.75,3.07,4.32,1.85
2020-06-05 12:20:37,0.046,16.0,46,996.0,1.59,2.83,3.92,1.69
2020-06-05 12:30:39,0.035,16.0,46,996.0,2.0,3.55,4.61,2.17
2020-06-05 12:40:37,0.035,15.9,46,996.1,2.12,3.48,4.66,2.3
2020-06-05 12:50:36,0.03,15.8,45,996.4,1.64,3.19,3.83,1.73
2020-06-05 13:00:38,0.028,15.6,45,996.5,2.52,3.79,4.81,2.67
2020-06-05 13:10:35,0.028,15.4,50,996.6,2.24,3.51,4.75,2.37
2020-06-05 13:20:36,0.017,15.2,49,996.8,1.8,2.99,4.29,1.91
2020-06-05 13:30:37,0.012,15.2,49,996.8,2.22,3.82,4.53,2.34
2020-06-05 13:40:35,0.022,15.3,48,996.7,1.39,2.65,3.53,1.47
2020-06-05 13:50:36,0.018,15.5,47,996.6,1.69,3.09,4.28,1.79
2020-06-05 14:00:35,0.028,15.5,47,996.6,1.89,3.24,4.13,2.0
2020-06-05 14:10:35,0.027,15.8,46,996.4,1.39,2.71,3.6,1.47
2020-06-05 14:20:36,0.042,15.9,45,996.5,1.58,2.71,3.78,1.67
2020-06-05 14:30:36,0.028,15.9,44,996.6,1.21,2.72,3.43,1.28
2020-06-05 14:40:35,0.026,15.8,44,996.6,1.0,2.4,3.32,1.0
2020-06-05 14:50:38,0.023,15.9,42,996.3,1.0,2.27,3.23,1.02
2020-06-05 15:00:36,0.051,16.1,43,996.5,1.0,2.3,3.08,1.0
2020-06-05 15:10:36,0.035,16.2,42,996.5,1.0,2.17,2.87,1.0
2020-06-05 15:20:37,0.028,16.2,41,996.5,1.0,1.72,2.87,1.0
2020-06-05 15:30:36,0.027,16.1,41,996.5,1.0,2.04,2.61,1.0
2020-06-05 15:40:37,0.025,16.0,41,996.4,1.0,2.34,3.32,1.03
2020-06-05 15:50:38,0.021,15.9,41,996.4,1.0,1.76,2.97,1.0
